"module","family","obligations","coqc_status","coqc_ms","coqc_log","relpath","coqchk_status","coqchk_log"
"V66_LIST_FILTER_REGRESSION_038","list-filter-regression","2","kernel_success","626.2","logs/V66_LIST_FILTER_REGRESSION_038.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_038.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_039","list-filter-regression","2","kernel_success","591.2","logs/V66_LIST_FILTER_REGRESSION_039.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_039.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_040","list-filter-regression","2","kernel_success","722","logs/V66_LIST_FILTER_REGRESSION_040.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_040.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_041","list-filter-regression","2","kernel_success","765.9","logs/V66_LIST_FILTER_REGRESSION_041.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_041.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_042","list-filter-regression","2","kernel_success","603.2","logs/V66_LIST_FILTER_REGRESSION_042.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_042.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_043","list-filter-regression","2","kernel_success","539.7","logs/V66_LIST_FILTER_REGRESSION_043.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_043.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_044","list-filter-regression","2","kernel_success","536","logs/V66_LIST_FILTER_REGRESSION_044.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_044.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_045","list-filter-regression","2","kernel_success","459.6","logs/V66_LIST_FILTER_REGRESSION_045.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_045.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_046","list-filter-regression","2","kernel_success","456.5","logs/V66_LIST_FILTER_REGRESSION_046.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_046.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_047","list-filter-regression","2","kernel_success","517.4","logs/V66_LIST_FILTER_REGRESSION_047.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_047.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_048","list-filter-regression","2","kernel_success","555.2","logs/V66_LIST_FILTER_REGRESSION_048.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_048.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_049","list-filter-regression","2","kernel_success","626.6","logs/V66_LIST_FILTER_REGRESSION_049.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_049.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_050","list-filter-regression","2","kernel_success","670.1","logs/V66_LIST_FILTER_REGRESSION_050.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_050.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_051","list-filter-regression","2","kernel_success","562.5","logs/V66_LIST_FILTER_REGRESSION_051.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_051.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_052","list-filter-regression","2","kernel_success","512.9","logs/V66_LIST_FILTER_REGRESSION_052.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_052.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_053","list-filter-regression","2","kernel_success","530","logs/V66_LIST_FILTER_REGRESSION_053.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_053.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_054","list-filter-regression","2","kernel_success","502.4","logs/V66_LIST_FILTER_REGRESSION_054.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_054.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_055","list-filter-regression","2","kernel_success","515.5","logs/V66_LIST_FILTER_REGRESSION_055.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_055.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_056","list-filter-regression","2","kernel_success","566.8","logs/V66_LIST_FILTER_REGRESSION_056.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_056.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_057","list-filter-regression","2","kernel_success","647","logs/V66_LIST_FILTER_REGRESSION_057.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_057.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_058","list-filter-regression","2","kernel_success","685.5","logs/V66_LIST_FILTER_REGRESSION_058.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_058.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_059","list-filter-regression","2","kernel_success","668.8","logs/V66_LIST_FILTER_REGRESSION_059.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_059.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_LIST_FILTER_REGRESSION_060","list-filter-regression","2","kernel_success","611.1","logs/V66_LIST_FILTER_REGRESSION_060.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_LIST_FILTER_REGRESSION_060.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_001","option-maintenance","2","kernel_success","564.7","logs/V66_OPTION_MAINTENANCE_001.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_001.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_002","option-maintenance","2","kernel_success","470","logs/V66_OPTION_MAINTENANCE_002.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_002.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_003","option-maintenance","2","kernel_success","474.7","logs/V66_OPTION_MAINTENANCE_003.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_003.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_004","option-maintenance","2","kernel_success","453.8","logs/V66_OPTION_MAINTENANCE_004.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_004.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_005","option-maintenance","2","kernel_success","468","logs/V66_OPTION_MAINTENANCE_005.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_005.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_006","option-maintenance","2","kernel_success","606.3","logs/V66_OPTION_MAINTENANCE_006.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_006.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_007","option-maintenance","2","kernel_success","646.8","logs/V66_OPTION_MAINTENANCE_007.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_007.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_008","option-maintenance","2","kernel_success","720.1","logs/V66_OPTION_MAINTENANCE_008.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_008.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_009","option-maintenance","2","kernel_success","769.5","logs/V66_OPTION_MAINTENANCE_009.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_009.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_010","option-maintenance","2","kernel_success","589.4","logs/V66_OPTION_MAINTENANCE_010.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_010.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_011","option-maintenance","2","kernel_success","464.7","logs/V66_OPTION_MAINTENANCE_011.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_011.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_012","option-maintenance","2","kernel_success","512.4","logs/V66_OPTION_MAINTENANCE_012.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_012.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_013","option-maintenance","2","kernel_success","496.3","logs/V66_OPTION_MAINTENANCE_013.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_013.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_014","option-maintenance","2","kernel_success","561.3","logs/V66_OPTION_MAINTENANCE_014.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_014.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_015","option-maintenance","2","kernel_success","769.3","logs/V66_OPTION_MAINTENANCE_015.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_015.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_016","option-maintenance","2","kernel_success","1003.7","logs/V66_OPTION_MAINTENANCE_016.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_016.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_017","option-maintenance","2","kernel_success","1095.6","logs/V66_OPTION_MAINTENANCE_017.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_017.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_018","option-maintenance","2","kernel_success","962.9","logs/V66_OPTION_MAINTENANCE_018.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_018.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_019","option-maintenance","2","kernel_success","742.3","logs/V66_OPTION_MAINTENANCE_019.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_019.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_020","option-maintenance","2","kernel_success","631.9","logs/V66_OPTION_MAINTENANCE_020.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_020.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_021","option-maintenance","2","kernel_success","602.3","logs/V66_OPTION_MAINTENANCE_021.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_021.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_022","option-maintenance","2","kernel_success","602.6","logs/V66_OPTION_MAINTENANCE_022.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_022.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_023","option-maintenance","2","kernel_success","592.6","logs/V66_OPTION_MAINTENANCE_023.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_023.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_024","option-maintenance","2","kernel_success","613.9","logs/V66_OPTION_MAINTENANCE_024.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_024.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_025","option-maintenance","2","kernel_success","657.9","logs/V66_OPTION_MAINTENANCE_025.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_025.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_026","option-maintenance","2","kernel_success","514.7","logs/V66_OPTION_MAINTENANCE_026.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_026.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_027","option-maintenance","2","kernel_success","475.9","logs/V66_OPTION_MAINTENANCE_027.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_027.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_028","option-maintenance","2","kernel_success","446.2","logs/V66_OPTION_MAINTENANCE_028.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_028.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_029","option-maintenance","2","kernel_success","428.2","logs/V66_OPTION_MAINTENANCE_029.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_029.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_030","option-maintenance","2","kernel_success","388.4","logs/V66_OPTION_MAINTENANCE_030.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_030.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_031","option-maintenance","2","kernel_success","487.8","logs/V66_OPTION_MAINTENANCE_031.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_031.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_032","option-maintenance","2","kernel_success","541","logs/V66_OPTION_MAINTENANCE_032.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_032.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_033","option-maintenance","2","kernel_success","620.6","logs/V66_OPTION_MAINTENANCE_033.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_033.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_034","option-maintenance","2","kernel_success","742","logs/V66_OPTION_MAINTENANCE_034.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_034.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_035","option-maintenance","2","kernel_success","742.4","logs/V66_OPTION_MAINTENANCE_035.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_035.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_036","option-maintenance","2","kernel_success","606.2","logs/V66_OPTION_MAINTENANCE_036.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_036.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_037","option-maintenance","2","kernel_success","453.6","logs/V66_OPTION_MAINTENANCE_037.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_037.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_038","option-maintenance","2","kernel_success","508.5","logs/V66_OPTION_MAINTENANCE_038.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_038.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_039","option-maintenance","2","kernel_success","474.3","logs/V66_OPTION_MAINTENANCE_039.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_039.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_040","option-maintenance","2","kernel_success","499.5","logs/V66_OPTION_MAINTENANCE_040.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_040.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_041","option-maintenance","2","kernel_success","557.8","logs/V66_OPTION_MAINTENANCE_041.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_041.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_042","option-maintenance","2","kernel_success","592.1","logs/V66_OPTION_MAINTENANCE_042.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_042.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_043","option-maintenance","2","kernel_success","720.7","logs/V66_OPTION_MAINTENANCE_043.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_043.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_044","option-maintenance","2","kernel_success","663.2","logs/V66_OPTION_MAINTENANCE_044.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_044.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_045","option-maintenance","2","kernel_success","518.7","logs/V66_OPTION_MAINTENANCE_045.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_045.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_046","option-maintenance","2","kernel_success","499.1","logs/V66_OPTION_MAINTENANCE_046.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_046.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_047","option-maintenance","2","kernel_success","462.2","logs/V66_OPTION_MAINTENANCE_047.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_047.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_048","option-maintenance","2","kernel_success","441.1","logs/V66_OPTION_MAINTENANCE_048.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_048.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_049","option-maintenance","2","kernel_success","490.4","logs/V66_OPTION_MAINTENANCE_049.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_049.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_050","option-maintenance","2","kernel_success","538.9","logs/V66_OPTION_MAINTENANCE_050.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_050.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_051","option-maintenance","2","kernel_success","578.8","logs/V66_OPTION_MAINTENANCE_051.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_051.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_052","option-maintenance","2","kernel_success","675.6","logs/V66_OPTION_MAINTENANCE_052.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_052.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_053","option-maintenance","2","kernel_success","732.5","logs/V66_OPTION_MAINTENANCE_053.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_053.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_054","option-maintenance","2","kernel_success","625.9","logs/V66_OPTION_MAINTENANCE_054.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_054.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_055","option-maintenance","2","kernel_success","614.4","logs/V66_OPTION_MAINTENANCE_055.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_055.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_056","option-maintenance","2","kernel_success","516.9","logs/V66_OPTION_MAINTENANCE_056.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_056.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_057","option-maintenance","2","kernel_success","454.5","logs/V66_OPTION_MAINTENANCE_057.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_057.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_058","option-maintenance","2","kernel_success","510.9","logs/V66_OPTION_MAINTENANCE_058.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_058.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_059","option-maintenance","2","kernel_success","557.8","logs/V66_OPTION_MAINTENANCE_059.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_059.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_OPTION_MAINTENANCE_060","option-maintenance","2","kernel_success","540.8","logs/V66_OPTION_MAINTENANCE_060.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_OPTION_MAINTENANCE_060.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_001","nat-rewrite-maintenance","2","kernel_success","661.5","logs/V66_NAT_REWRITE_MAINTENANCE_001.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_001.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_002","nat-rewrite-maintenance","2","kernel_success","603.1","logs/V66_NAT_REWRITE_MAINTENANCE_002.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_002.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_003","nat-rewrite-maintenance","2","kernel_success","652.2","logs/V66_NAT_REWRITE_MAINTENANCE_003.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_003.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_004","nat-rewrite-maintenance","2","kernel_success","575.9","logs/V66_NAT_REWRITE_MAINTENANCE_004.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_004.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_005","nat-rewrite-maintenance","2","kernel_success","560.4","logs/V66_NAT_REWRITE_MAINTENANCE_005.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_005.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_006","nat-rewrite-maintenance","2","kernel_success","535.7","logs/V66_NAT_REWRITE_MAINTENANCE_006.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_006.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_007","nat-rewrite-maintenance","2","kernel_success","610.7","logs/V66_NAT_REWRITE_MAINTENANCE_007.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_007.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_008","nat-rewrite-maintenance","2","kernel_success","618.2","logs/V66_NAT_REWRITE_MAINTENANCE_008.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_008.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_009","nat-rewrite-maintenance","2","kernel_success","644.4","logs/V66_NAT_REWRITE_MAINTENANCE_009.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_009.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_010","nat-rewrite-maintenance","2","kernel_success","619.5","logs/V66_NAT_REWRITE_MAINTENANCE_010.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_010.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_011","nat-rewrite-maintenance","2","kernel_success","594.7","logs/V66_NAT_REWRITE_MAINTENANCE_011.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_011.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_012","nat-rewrite-maintenance","2","kernel_success","679.9","logs/V66_NAT_REWRITE_MAINTENANCE_012.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_012.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_013","nat-rewrite-maintenance","2","kernel_success","620","logs/V66_NAT_REWRITE_MAINTENANCE_013.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_013.v","coqchk_success","logs/V66_BATCH.coqchk.log"
"V66_NAT_REWRITE_MAINTENANCE_014","nat-rewrite-maintenance","2","kernel_success","558.4","logs/V66_NAT_REWRITE_MAINTENANCE_014.coqc.log","experiments/kernel_replay_v66_regression_maintenance/coq/V66_NAT_REWRITE_MAINTENANCE_014.v","coqchk_success","logs/V66_BATCH.coqchk.log"
